A1_36587	contig0003767	100.000	114	0	0	1	114	43048	42935	1.25e-53	211
A1_36589	contig0003767	99.187	123	1	0	1	123	42646	42768	6.35e-57	222
A1_18187	contig0001496	100.000	115	0	0	1	115	47974	48088	3.51e-54	213
A1_12785	contig0000088	100.000	114	0	0	1	114	65198	65085	1.25e-53	211
A1_48850	contig0005337	99.130	115	1	0	1	115	38533	38419	1.63e-52	207
A1_21239	contig0001666	99.130	115	1	0	1	115	73177	73063	1.63e-52	207
A1_21239	contig0000011	92.174	115	9	0	1	115	226056	226170	3.58e-39	163
A1_48849	contig0005337	100.000	125	0	0	1	125	38312	38436	1.08e-59	231
A1_28156	contig0000995	96.774	124	4	0	1	124	28192	28315	1.40e-53	211
A1_16809	contig0000914	98.095	105	2	0	1	105	99085	99189	2.44e-45	183
A1_16809	contig0000914	96.117	103	4	0	3	105	60041	60143	6.83e-41	169
A1_16809	contig0000914	90.291	103	10	0	3	105	41874	41976	6.93e-31	135
A1_16809	contig0000914	89.524	105	11	0	1	105	12171	12275	2.49e-30	134
A1_16809	contig0000914	86.408	103	14	0	3	105	53411	53513	3.25e-24	113
A1_16809	contig0005368	92.708	96	7	0	1	96	23380	23285	5.36e-32	139
A1_16808	contig0000914	98.246	114	2	0	1	114	99179	99066	2.70e-50	200
A1_16808	contig0000914	92.982	114	8	0	1	114	60133	60020	2.74e-40	167
A1_16808	contig0000914	89.474	114	12	0	1	114	41966	41853	1.28e-33	145
A1_16808	contig0000914	88.596	114	13	0	1	114	12265	12152	5.97e-32	139
A1_16808	contig0000914	86.842	114	15	0	1	114	53503	53390	1.29e-28	128
A1_16808	contig0005368	91.964	112	9	0	3	114	23288	23399	1.65e-37	158
A1_16820	contig0000914	97.600	125	3	0	1	125	59992	59868	1.08e-54	215
A1_16820	contig0000914	95.200	125	6	0	1	125	99038	98914	1.09e-49	198
A1_16820	contig0000914	93.388	121	8	0	1	121	80917	80797	3.96e-44	180
A1_16820	contig0000914	92.000	125	10	0	1	125	21425	21301	5.12e-43	176
A1_16820	contig0000914	91.935	124	10	0	1	124	53362	53239	1.84e-42	174
A1_16820	contig0000914	92.562	121	9	0	1	121	91722	91602	1.84e-42	174
A1_16820	contig0000914	91.129	124	11	0	2	125	12126	12003	8.56e-41	169
A1_16820	contig0000914	90.400	125	12	0	1	125	41825	41701	1.11e-39	165
A1_16820	contig0005368	89.516	124	13	0	2	125	23425	23548	1.85e-37	158
A1_16821	contig0000914	98.261	115	2	0	1	115	59823	59937	7.59e-51	202
A1_16821	contig0000914	90.435	115	11	0	1	115	98869	98983	7.75e-36	152
A1_16821	contig0000914	97.101	69	2	0	47	115	53239	53307	2.83e-25	117
A1_16821	contig0000914	95.714	70	3	0	46	115	21301	21370	3.66e-24	113
A1_16821	contig0000914	95.714	70	3	0	46	115	41701	41770	3.66e-24	113
A1_16821	contig0000914	96.970	66	2	0	50	115	80797	80862	1.32e-23	111
A1_16821	contig0000914	96.970	66	2	0	50	115	91602	91667	1.32e-23	111
A1_16821	contig0000914	92.857	70	5	0	46	115	12003	12072	7.92e-21	102
A1_35788	contig0004907	99.130	115	1	0	1	115	39475	39361	1.63e-52	207
A1_28634	contig0005038	96.396	111	4	0	1	111	14937	14827	2.75e-45	183
A1_3161	contig0000519	98.261	115	2	0	1	115	42321	42435	7.59e-51	202
A1_2107	contig0001459	99.115	113	1	0	1	113	51546	51658	2.06e-51	204
A1_2107	contig0004181	91.346	104	6	2	1	104	36723	36823	5.90e-32	139
A1_26260	contig0000162	99.194	124	1	0	2	125	209655	209778	1.80e-57	224
A1_5037	contig0000573	100.000	115	0	0	1	115	123873	123759	3.51e-54	213
A1_52208	contig0000919	100.000	124	0	0	1	124	25727	25604	3.87e-59	230
A1_34731	contig0005913	98.246	114	2	0	1	114	11088	10975	2.70e-50	200
A1_33124	contig0006701	97.345	113	3	0	1	113	9924	9812	4.46e-48	193
A1_33124	contig0003333	97.345	113	3	0	1	113	64295	64407	4.46e-48	193
A1_33124	contig0002335	96.460	113	4	0	1	113	7562	7450	2.08e-46	187
A1_37548	contig0006644	99.091	110	1	0	1	110	24078	23969	9.27e-50	198
A1_21560	contig0000192	100.000	124	0	0	1	124	143134	143011	3.83e-59	230
A1_3391	contig0002241	100.000	125	0	0	1	125	42637	42513	1.08e-59	231
A1_11105	contig0001331	98.400	125	2	0	1	125	31971	32095	2.33e-56	220
A1_11105	contig0003038	93.600	125	8	0	1	125	29206	29082	2.36e-46	187
A1_11105	contig0000906	93.600	125	8	0	1	125	35606	35730	2.36e-46	187
A1_65532	contig0003558	100.000	125	0	0	1	125	47137	47013	1.08e-59	231
A1_1863	contig0000372	97.458	118	3	0	1	118	165880	165997	7.84e-51	202
A1_1863	contig0000372	92.241	116	8	1	1	116	177207	177321	3.70e-39	163
A1_1863	contig0000372	95.402	87	4	0	32	118	147478	147564	6.24e-32	139
A1_1865	contig0000372	97.391	115	3	0	1	115	165997	165883	3.53e-49	196
A1_1865	contig0000372	92.857	112	8	0	3	114	177321	177210	3.58e-39	163
A1_1865	contig0000372	95.402	87	4	0	1	87	147564	147478	6.03e-32	139
A1_18870	contig0002550	98.058	103	2	0	1	103	3587	3485	3.12e-44	180
A1_1209	contig0001842	99.130	115	1	0	1	115	81954	82068	1.63e-52	207
A1_58746	contig0000072	99.200	125	1	0	1	125	9045	9169	5.01e-58	226
A1_58746	contig0000072	94.340	53	1	1	1	51	51531	51583	4.13e-14	80.5
A1_5394	contig0003804	99.130	115	1	0	1	115	9836	9950	1.63e-52	207
A1_41888	contig0000417	100.000	114	0	0	1	114	67532	67645	1.25e-53	211
A1_18075	contig0001756	97.391	115	3	0	1	115	76150	76264	3.53e-49	196
A1_36930	contig0000422	99.200	125	1	0	1	125	146058	146182	5.01e-58	226
A1_36930	contig0000082	94.531	128	4	1	1	125	227201	227328	1.41e-48	195
A1_17904	contig0002827	95.652	115	5	0	1	115	69206	69320	2.12e-46	187
A1_46814	contig0008437	99.130	115	1	0	1	115	14482	14596	1.63e-52	207
A1_1062	contig0000347	100.000	124	0	0	1	124	152187	152064	3.83e-59	230
A1_15642	contig0002946	100.000	124	0	0	1	124	16172	16295	3.83e-59	230
A1_17508	contig0000782	98.571	70	1	0	1	70	87462	87393	8.54e-28	124
A1_17508	contig0003170	85.507	69	1	1	2	70	46075	46134	1.89e-09	63.9
A1_1079	contig0000079	98.261	115	2	0	1	115	323614	323500	7.59e-51	202
A1_1079	contig0000382	91.429	105	9	0	1	105	51004	51108	1.30e-33	145
A1_860	contig0000280	98.261	115	2	0	1	115	211998	211884	7.59e-51	202
A1_860	contig0000280	90.435	115	5	2	1	115	200524	200416	3.61e-34	147
A1_10170	contig0001007	98.990	99	1	0	1	99	152908	152810	1.05e-43	178
A1_27867	contig0003179	99.091	110	1	0	1	110	35074	35183	9.27e-50	198
A1_26881	contig0004228	98.387	124	2	0	2	125	13089	12966	8.38e-56	219
A1_17861	contig0000357	100.000	115	0	0	1	115	97731	97617	3.51e-54	213
A2_18191	contig0001496	100.000	124	0	0	1	124	31378	31255	3.83e-59	230
A2_16821	contig0000914	98.261	115	2	0	1	115	59823	59937	7.59e-51	202
A2_16821	contig0000914	90.435	115	11	0	1	115	98869	98983	7.75e-36	152
A2_16821	contig0000914	97.101	69	2	0	47	115	53239	53307	2.83e-25	117
A2_16821	contig0000914	95.714	70	3	0	46	115	21301	21370	3.66e-24	113
A2_16821	contig0000914	95.714	70	3	0	46	115	41701	41770	3.66e-24	113
A2_16821	contig0000914	96.970	66	2	0	50	115	80797	80862	1.32e-23	111
A2_16821	contig0000914	96.970	66	2	0	50	115	91602	91667	1.32e-23	111
A2_16821	contig0000914	92.857	70	5	0	46	115	12003	12072	7.92e-21	102
A2_32816	contig0000914	99.130	115	1	0	1	115	41966	41852	1.63e-52	207
A2_32816	contig0000914	93.913	115	7	0	1	115	53503	53389	1.65e-42	174
A2_32816	contig0000914	93.913	115	6	1	1	115	21565	21452	5.95e-42	172
A2_32816	contig0000914	92.727	110	8	0	6	115	91858	91749	4.63e-38	159
A2_32816	contig0000914	91.304	115	10	0	1	115	12265	12151	1.67e-37	158
A2_32816	contig0000914	86.957	115	15	0	1	115	60133	60019	3.63e-29	130
A2_32816	contig0000914	86.957	115	15	0	1	115	99179	99065	3.63e-29	130
A2_32816	contig0005368	92.920	113	8	0	3	115	23288	23400	9.96e-40	165
A2_16820	contig0000914	97.600	125	3	0	1	125	59992	59868	1.08e-54	215
A2_16820	contig0000914	95.200	125	6	0	1	125	99038	98914	1.09e-49	198
A2_16820	contig0000914	93.388	121	8	0	1	121	80917	80797	3.96e-44	180
A2_16820	contig0000914	92.000	125	10	0	1	125	21425	21301	5.12e-43	176
A2_16820	contig0000914	91.935	124	10	0	1	124	53362	53239	1.84e-42	174
A2_16820	contig0000914	92.562	121	9	0	1	121	91722	91602	1.84e-42	174
A2_16820	contig0000914	91.129	124	11	0	2	125	12126	12003	8.56e-41	169
A2_16820	contig0000914	90.400	125	12	0	1	125	41825	41701	1.11e-39	165
A2_16820	contig0005368	89.516	124	13	0	2	125	23425	23548	1.85e-37	158
A2_53400	contig0000721	98.261	115	2	0	1	115	164452	164566	7.59e-51	202
A2_53400	contig0000721	97.391	115	3	0	1	115	184414	184528	3.53e-49	196
A2_53400	contig0005875	97.391	115	3	0	1	115	8071	8185	3.53e-49	196
A2_53400	contig0008880	96.429	112	4	0	4	115	5674	5563	7.64e-46	185
A2_46334	contig0000206	98.261	115	2	0	1	115	8932	9046	7.59e-51	202
A2_37795	contig0000266	100.000	115	0	0	1	115	243921	244035	3.51e-54	213
A2_37795	contig0000266	94.783	115	6	0	1	115	222230	222344	3.56e-44	180
A2_37794	contig0000266	99.200	125	1	0	1	125	244206	244082	5.01e-58	226
A2_7105	contig0001827	99.200	125	1	0	1	125	57933	57809	5.01e-58	226
A2_7389	contig0001341	98.020	101	2	0	1	101	16428	16528	3.88e-43	176
A2_9268	contig0001362	100.000	115	0	0	1	115	57100	57214	3.51e-54	213
A2_39959	contig0004862	100.000	115	0	0	1	115	43128	43242	3.51e-54	213
A2_23026	contig0003880	99.194	124	1	0	1	124	7675	7798	1.78e-57	224
A2_4087	contig0000058	99.200	125	1	0	1	125	313650	313526	5.01e-58	226
A2_8289	contig0002105	100.000	115	0	0	1	115	39490	39604	3.51e-54	213
A2_8287	contig0002105	98.374	123	2	0	1	123	39700	39578	2.95e-55	217
A2_4352	contig0002980	97.541	122	3	0	1	122	22423	22302	4.89e-53	209
A2_27867	contig0003179	99.091	110	1	0	1	110	35074	35183	9.27e-50	198
A2_44499	contig0001238	99.200	125	1	0	1	125	110571	110695	5.01e-58	226
A2_5616	contig0001238	98.400	125	2	0	1	125	82104	82228	2.33e-56	220
A2_5616	contig0000956	85.714	63	7	2	64	125	153122	153183	1.16e-09	65.8
A2_49393	contig0003847	99.194	124	1	0	1	124	39739	39616	1.78e-57	224
A2_19759	contig0002572	98.361	122	2	0	1	122	9899	9778	1.05e-54	215
A2_8393	contig0002494	99.130	115	1	0	1	115	36453	36567	1.63e-52	207
